cohort,task_id,tool_name,latency_ms,ts_start,ts_end,cpu_percent,cpu_exclusion_reason
Terminal-Bench All,extract-elf,exec,15.359163284301758,1784711979.5726454,1784711979.5880046,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-elf,exec,18.644094467163086,1784712004.4532034,1784712004.4718475,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-elf,exec,240.35382270812988,1784712094.9926915,1784712095.2330453,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-elf,exec,223.1431007385254,1784712191.6599236,1784712191.8830667,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,5.841255187988281,1784712233.7137089,1784712233.7195501,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,22.41206169128418,1784712244.6992686,1784712244.7216806,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,27132.405281066895,1784712254.3341494,1784712281.4665546,64.14073890270532,
Terminal-Bench All,extract-moves-from-video,exec,6929.80170249939,1784712290.3826191,1784712297.3124208,80.21311043253696,
Terminal-Bench All,extract-moves-from-video,exec,1903.0635356903076,1784712306.1450806,1784712308.048144,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,4.637002944946289,1784712317.7455895,1784712317.7502265,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,3672.6558208465576,1784712331.983771,1784712335.656427,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,8032.856464385986,1784712356.1453228,1784712364.1781793,86.35474984058845,
Terminal-Bench All,extract-moves-from-video,exec,964.8287296295166,1784712376.5927138,1784712377.5575426,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,0.6692409515380859,1784712393.3227906,1784712393.3234599,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,0.6911754608154297,1784712404.8141642,1784712404.8148553,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,32182.97553062439,1784712429.6867614,1784712461.869737,0.39526513315585426,
Terminal-Bench All,extract-moves-from-video,exec,168.4880256652832,1784712473.622698,1784712473.791186,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,7120.711326599121,1784712496.4585228,1784712503.5792341,42.0678450383598,
Terminal-Bench All,extract-moves-from-video,exec,4.907369613647461,1784712522.197048,1784712522.2019553,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,443.50647926330566,1784712548.5756917,1784712549.0191982,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,4.49371337890625,1784712555.999548,1784712556.0040417,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,6.539821624755859,1784712568.4809442,1784712568.487484,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,5.846738815307617,1784712576.817551,1784712576.8233976,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,35.758256912231445,1784712599.167922,1784712599.2036803,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,8.580923080444336,1784712604.7542903,1784712604.7628713,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,27.274608612060547,1784712615.198669,1784712615.2259436,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,4.585742950439453,1784712626.7500594,1784712626.754645,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-moves-from-video,exec,38.5737419128418,1784712634.8681147,1784712634.9066885,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-safely,exec,4.61578369140625,1784712721.22229,1784712721.2269058,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-safely,exec,27.565717697143555,1784712729.7271185,1784712729.7546842,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-safely,exec,2.5212764739990234,1784712739.3997643,1784712739.4022856,,call_shorter_than_cpu_threshold
Terminal-Bench All,extract-safely,exec,42.01483726501465,1784712752.0649955,1784712752.1070104,,call_shorter_than_cpu_threshold
Terminal-Bench All,feal-linear-cryptanalysis,exec,404.6933650970459,1784664620.5866542,1784664620.9913476,,call_shorter_than_cpu_threshold
Terminal-Bench All,feal-linear-cryptanalysis,exec,567.8384304046631,1784664627.3355806,1784664627.903419,,call_shorter_than_cpu_threshold
Terminal-Bench All,feal-linear-cryptanalysis,exec,2417.121410369873,1784664631.2472167,1784664633.664338,,call_shorter_than_cpu_threshold
Terminal-Bench All,feal-linear-cryptanalysis,exec,19641.828775405884,1784664691.9757428,1784664711.6175716,96.68499336565955,
Terminal-Bench All,feal-linear-cryptanalysis,exec,18555.765390396118,1784664721.250961,1784664739.8067265,96.07865020016182,
Terminal-Bench All,feal-linear-cryptanalysis,exec,41.56351089477539,1784664754.365367,1784664754.4069304,,call_shorter_than_cpu_threshold
Terminal-Bench All,feal-linear-cryptanalysis,exec,38.9714241027832,1784664759.6054487,1784664759.6444201,,call_shorter_than_cpu_threshold
Terminal-Bench All,fibonacci-server,exec,2.288341522216797,1784712919.2495103,1784712919.2517986,,call_shorter_than_cpu_threshold
Terminal-Bench All,fibonacci-server,exec,1004.9934387207031,1784712933.9747784,1784712934.9797719,,call_shorter_than_cpu_threshold
Terminal-Bench All,fibonacci-server,exec,4.088163375854492,1784712942.2489305,1784712942.2530186,,call_shorter_than_cpu_threshold
Terminal-Bench All,fibonacci-server,exec,1068.3293342590332,1784712975.2647014,1784712976.3330307,,call_shorter_than_cpu_threshold
Terminal-Bench All,fibonacci-server,exec,0.5211830139160156,1784712982.2898765,1784712982.2903976,,call_shorter_than_cpu_threshold
Terminal-Bench All,fibonacci-server,exec,39.92819786071777,1784712985.7989419,1784712985.83887,,call_shorter_than_cpu_threshold
Terminal-Bench All,fibonacci-server,exec,1052.5171756744385,1784712989.856434,1784712990.9089513,,call_shorter_than_cpu_threshold
Terminal-Bench All,filter-js-from-html,exec,84.28263664245605,1784665023.59101,1784665023.6752927,,call_shorter_than_cpu_threshold
Terminal-Bench All,filter-js-from-html,exec,130.72443008422852,1784665067.9523249,1784665068.0830493,,call_shorter_than_cpu_threshold
Terminal-Bench All,financial-document-processor,exec,4.909515380859375,1784665296.6798668,1784665296.6847763,,call_shorter_than_cpu_threshold
Terminal-Bench All,financial-document-processor,exec,33.1878662109375,1784665304.0002534,1784665304.0334413,,call_shorter_than_cpu_threshold
Terminal-Bench All,financial-document-processor,exec,17.377614974975586,1784665308.973096,1784665308.9904735,,call_shorter_than_cpu_threshold
Terminal-Bench All,financial-document-processor,exec,46.98491096496582,1784665312.5013335,1784665312.5483184,,call_shorter_than_cpu_threshold
Terminal-Bench All,financial-document-processor,exec,14212.835788726807,1784665315.9195027,1784665330.1323385,43.41274490216547,
Terminal-Bench All,financial-document-processor,exec,1.0364055633544922,1784665341.4051957,1784665341.406232,,call_shorter_than_cpu_threshold
Terminal-Bench All,financial-document-processor,exec,12036.374807357788,1784665351.877627,1784665363.9140017,234.9189657383473,
Terminal-Bench All,financial-document-processor,exec,49.98612403869629,1784665369.8290956,1784665369.8790817,,call_shorter_than_cpu_threshold
Terminal-Bench All,financial-document-processor,exec,14540.754556655884,1784665383.3135843,1784665397.854339,174.3753442927193,
Terminal-Bench All,financial-document-processor,exec,22.68362045288086,1784665411.3895073,1784665411.412191,,call_shorter_than_cpu_threshold
Terminal-Bench All,financial-document-processor,exec,65.27900695800781,1784665435.376223,1784665435.441502,,call_shorter_than_cpu_threshold
Terminal-Bench All,financial-document-processor,exec,33.132076263427734,1784665447.3144445,1784665447.3475766,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,4.551410675048828,1784702611.7499177,1784702611.7544692,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,84.63644981384277,1784702618.8250144,1784702618.9096508,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,13.961076736450195,1784702622.548945,1784702622.562906,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,3.6957263946533203,1784702632.547681,1784702632.5513768,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,25.372743606567383,1784702639.729815,1784702639.7551877,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,26.19028091430664,1784702644.5010295,1784702644.5272198,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,29.022693634033203,1784702651.5751324,1784702651.604155,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,33.36763381958008,1784702668.771645,1784702668.8050127,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,41.98312759399414,1784702677.5351093,1784702677.5770924,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,32.67645835876465,1784702683.164122,1784702683.1967986,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,1893.7177658081055,1784702694.4211476,1784702696.3148654,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,11863.281965255737,1784702712.7395568,1784702724.6028388,1.7293951193057941,
Terminal-Bench All,find-official-code,exec,4594.950437545776,1784702737.5122309,1784702742.1071813,6.661820042699269,
Terminal-Bench All,find-official-code,exec,1413.7332439422607,1784702765.684049,1784702767.0977821,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,549.4012832641602,1784702776.5773158,1784702777.126717,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,7285.37654876709,1784702794.5959918,1784702801.8813684,4.8552554211226395,
Terminal-Bench All,find-official-code,exec,1408.8706970214844,1784702813.6201022,1784702815.0289729,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-official-code,exec,35.14838218688965,1784702837.502829,1784702837.5379775,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-restaurant,exec,278.1541347503662,1784713053.6152906,1784713053.8934448,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-restaurant,exec,358.217716217041,1784713060.1160114,1784713060.474229,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-restaurant,exec,89.91861343383789,1784713064.4646373,1784713064.554556,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-restaurant,exec,57.640790939331055,1784713069.5426862,1784713069.600327,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-restaurant,exec,116.87350273132324,1784713078.6936126,1784713078.810486,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-restaurant,exec,200.15788078308105,1784713087.1300707,1784713087.3302286,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-restaurant,exec,112.48493194580078,1784713092.734596,1784713092.847081,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-restaurant,exec,92.38290786743164,1784713114.2290854,1784713114.3214684,,call_shorter_than_cpu_threshold
Terminal-Bench All,find-restaurant,exec,176.04780197143555,1784713124.9374835,1784713125.1135314,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-code-vulnerability,exec,21.541357040405273,1784713221.519187,1784713221.5407283,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-code-vulnerability,exec,11.742830276489258,1784713225.9845417,1784713225.9962845,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-code-vulnerability,exec,7.359027862548828,1784713234.12336,1784713234.130719,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-code-vulnerability,exec,52.81233787536621,1784713271.784177,1784713271.8369894,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-code-vulnerability,exec,619.0366744995117,1784713284.2504723,1784713284.869509,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-code-vulnerability,exec,1034.6457958221436,1784713296.1975837,1784713297.2322295,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-git,exec,95.08299827575684,1784665784.22533,1784665784.320413,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-git,exec,10.912656784057617,1784665789.343135,1784665789.3540478,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-git,exec,12.160301208496094,1784665793.7994628,1784665793.811623,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-git,exec,8.767127990722656,1784665798.530308,1784665798.5390751,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-git,exec,33.0350399017334,1784665809.3766472,1784665809.4096823,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-git,exec,8.822202682495117,1784665815.5409858,1784665815.549808,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-git,exec,3.136873245239258,1784665821.944591,1784665821.947728,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-ocaml-gc,exec,6.799936294555664,1784713445.927847,1784713445.9346468,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-ocaml-gc,exec,11.833906173706055,1784713459.6442869,1784713459.6561208,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-ocaml-gc,exec,46.90051078796387,1784713504.1354635,1784713504.182364,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-ocaml-gc,exec,8635.06269454956,1784713513.4724088,1784713522.1074715,90.34365174684883,
Terminal-Bench All,fix-ocaml-gc,exec,3266.7360305786133,1784713528.293407,1784713531.560143,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-ocaml-gc,exec,141833.64176750183,1784713559.1612852,1784713700.994927,295.1562996446627,
Terminal-Bench All,fix-ocaml-gc,exec,25868.685007095337,1784713708.2052245,1784713734.0739095,98.456123295407,
Terminal-Bench All,fix-pandas-version,exec,1029.6449661254883,1784665893.1639824,1784665894.1936274,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-pandas-version,exec,6756.4802169799805,1784665901.1947215,1784665907.9512017,88.24070021877723,
Terminal-Bench All,fix-pandas-version,exec,1894.2773342132568,1784665914.5869868,1784665916.481264,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-permissions,exec,8.155345916748047,1784665952.8470943,1784665952.8552496,,call_shorter_than_cpu_threshold
Terminal-Bench All,fix-permissions,exec,11.643648147583008,1784665958.3867962,1784665958.39844,,call_shorter_than_cpu_threshold
Terminal-Bench All,flood-monitoring-basic,exec,134.83071327209473,1784714032.8058763,1784714032.940707,,call_shorter_than_cpu_threshold
Terminal-Bench All,flood-monitoring-basic,exec,32.965660095214844,1784714044.0504966,1784714044.0834622,,call_shorter_than_cpu_threshold
Terminal-Bench All,fmri-encoding-r,exec,4.658937454223633,1784665998.4052072,1784665998.409866,,call_shorter_than_cpu_threshold
Terminal-Bench All,fmri-encoding-r,exec,17523.303031921387,1784666001.3899293,1784666018.9132323,51.27200126918574,
Terminal-Bench All,fmri-encoding-r,exec,1811.553716659546,1784666025.8286252,1784666027.640179,,call_shorter_than_cpu_threshold
Terminal-Bench All,fmri-encoding-r,exec,28074.647188186646,1784666094.1635141,1784666122.2381613,98.33440281280113,
Terminal-Bench All,fmri-encoding-r,exec,155.89165687561035,1784666131.6140094,1784666131.769901,,call_shorter_than_cpu_threshold
Terminal-Bench All,form-filling,exec,2058.469533920288,1784714161.0719821,1784714163.1304517,,call_shorter_than_cpu_threshold
Terminal-Bench All,form-filling,exec,1159.4364643096924,1784714168.492026,1784714169.6514626,,call_shorter_than_cpu_threshold
Terminal-Bench All,form-filling,exec,120.30816078186035,1784714178.4684281,1784714178.5887363,,call_shorter_than_cpu_threshold
Terminal-Bench All,form-filling,exec,129.06575202941895,1784714185.2377996,1784714185.3668654,,call_shorter_than_cpu_threshold
Terminal-Bench All,form-filling,exec,1039.4394397735596,1784714282.9080968,1784714283.9475362,,call_shorter_than_cpu_threshold
Terminal-Bench All,form-filling,exec,1071.9728469848633,1784714326.0461564,1784714327.1181293,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcc-compiler-optimization,exec,8622.598648071289,1784714455.4487433,1784714464.071342,93.08527778791871,
Terminal-Bench All,gcc-compiler-optimization,exec,196.85053825378418,1784714471.9885547,1784714472.1854053,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,9.33527946472168,1784666177.0916855,1784666177.1010208,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,9.613275527954102,1784666181.9054039,1784666181.9150171,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,133.3916187286377,1784666202.8122761,1784666202.9456677,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,3523.838996887207,1784666228.0279243,1784666231.5517633,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,941.0316944122314,1784666244.2578168,1784666245.1988485,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,6835.724830627441,1784666273.7683818,1784666280.6041067,82.4918572589104,
Terminal-Bench All,gcode-to-text,exec,228.19924354553223,1784666288.1888704,1784666288.4170697,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,43.75195503234863,1784666303.840519,1784666303.884271,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,7038.3453369140625,1784666324.1440039,1784666331.1823492,85.43447349338017,
Terminal-Bench All,gcode-to-text,exec,29.791593551635742,1784666341.7321043,1784666341.761896,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,47.37234115600586,1784666359.2768946,1784666359.324267,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,76.02524757385254,1784666376.8684733,1784666376.9444985,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,33.86521339416504,1784666403.8342905,1784666403.8681557,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,8.26883316040039,1784666411.4366934,1784666411.4449623,,call_shorter_than_cpu_threshold
Terminal-Bench All,gcode-to-text,exec,62.26706504821777,1784666441.4511719,1784666441.513439,,call_shorter_than_cpu_threshold
Terminal-Bench All,get-bitcoin-nodes,exec,888.7209892272949,1784714524.4908843,1784714525.3796053,,call_shorter_than_cpu_threshold
Terminal-Bench All,get-bitcoin-nodes,exec,6254.707336425781,1784714533.6692073,1784714539.9239147,74.88446086920482,
Terminal-Bench All,get-bitcoin-nodes,exec,2739.671230316162,1784714616.7408533,1784714619.4805245,,call_shorter_than_cpu_threshold
Terminal-Bench All,get-bitcoin-nodes,exec,0.8113384246826172,1784714633.5376403,1784714633.5384517,,call_shorter_than_cpu_threshold
Terminal-Bench All,get-bitcoin-nodes,exec,4.985809326171875,1784714646.094048,1784714646.0990338,,call_shorter_than_cpu_threshold
Terminal-Bench All,get-bitcoin-nodes,exec,709.7780704498291,1784714657.806026,1784714658.515804,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-leak-recovery,exec,17.207622528076172,1784714773.8294983,1784714773.846706,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-leak-recovery,exec,7.039308547973633,1784714778.7934966,1784714778.800536,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-leak-recovery,exec,33.21099281311035,1784714794.7002861,1784714794.7334971,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-leak-recovery,exec,21.67534828186035,1784714811.2142618,1784714811.235937,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,15.349149703979492,1784666601.0975301,1784666601.1128793,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,14.393806457519531,1784666608.98868,1784666609.0030737,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,27.854204177856445,1784666621.8664074,1784666621.8942616,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,3.2806396484375,1784666655.0816517,1784666655.0849323,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,241.7597770690918,1784666678.3365505,1784666678.5783103,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,0.6654262542724609,1784666697.7230682,1784666697.7237337,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,2.4635791778564453,1784666712.2699273,1784666712.2723908,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,319.96989250183105,1784666733.819909,1784666734.139879,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,947.343111038208,1784666747.3654072,1784666748.3127503,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-multibranch,exec,80.5203914642334,1784666763.7481706,1784666763.828691,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-workflow-hack,exec,6.989479064941406,1784714888.7824416,1784714888.789431,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-workflow-hack,exec,3.057241439819336,1784715193.2497022,1784715193.2527595,,call_shorter_than_cpu_threshold
Terminal-Bench All,git-workflow-hack,exec,54.047584533691406,1784715207.765788,1784715207.8198357,,call_shorter_than_cpu_threshold
Terminal-Bench All,gomoku-planner,exec,61.31386756896973,1784666867.0248625,1784666867.0861764,,call_shorter_than_cpu_threshold
Terminal-Bench All,gomoku-planner,exec,19.617319107055664,1784666874.7796342,1784666874.7992516,,call_shorter_than_cpu_threshold
Terminal-Bench All,gomoku-planner,exec,56.589365005493164,1784666884.7875664,1784666884.8441558,,call_shorter_than_cpu_threshold
Terminal-Bench All,gomoku-planner,exec,198.5304355621338,1784666891.905609,1784666892.1041393,,call_shorter_than_cpu_threshold
Terminal-Bench All,gomoku-planner,exec,76.15494728088379,1784666904.6411881,1784666904.717343,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,9.009122848510742,1784667029.8174882,1784667029.8264973,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,18.949270248413086,1784667036.8522289,1784667036.8711782,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,17.466306686401367,1784667046.3266296,1784667046.344096,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,16.91269874572754,1784667058.6431224,1784667058.6600351,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,18.369674682617188,1784667085.4841585,1784667085.5025282,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,16.852855682373047,1784667104.599096,1784667104.615949,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,322.67022132873535,1784667177.6731455,1784667177.9958158,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,264.53328132629395,1784667189.749168,1784667190.0137012,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,429.61788177490234,1784667197.0979269,1784667197.5275447,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,16616.926908493042,1784667212.0278287,1784667228.6447556,94.82297569528868,
Terminal-Bench All,gpt2-codegolf,exec,550.3568649291992,1784667248.413732,1784667248.964089,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,411.9141101837158,1784667256.7684503,1784667257.1803644,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,400.219202041626,1784667278.900578,1784667279.3007972,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,461.0402584075928,1784667314.9569051,1784667315.4179454,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,7854.964971542358,1784667335.6331742,1784667343.4881392,94.17467720741911,
Terminal-Bench All,gpt2-codegolf,exec,7372.151851654053,1784667356.1124718,1784667363.4846237,89.24114464160442,
Terminal-Bench All,gpt2-codegolf,exec,19.92011070251465,1784667377.1651495,1784667377.1850696,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,5989.78328704834,1784667393.083328,1784667399.0731113,86.5264289304371,
Terminal-Bench All,gpt2-codegolf,exec,6017.251968383789,1784667440.8082676,1784667446.8255196,81.5842105754435,
Terminal-Bench All,gpt2-codegolf,exec,383.7244510650635,1784667476.3436952,1784667476.7274196,,call_shorter_than_cpu_threshold
Terminal-Bench All,gpt2-codegolf,exec,6151.495456695557,1784667490.5672271,1784667496.7187226,82.93863537705784,
Terminal-Bench All,grid-pattern-transform,exec,26.11994743347168,1784715362.2543488,1784715362.2804687,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,8.293628692626953,1784715403.2526631,1784715403.2609568,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,0.6375312805175781,1784715410.5879514,1784715410.588589,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,21164.98374938965,1784715415.04665,1784715436.2116337,73.9302842760713,
Terminal-Bench All,hdfs-deployment,exec,600013.6840343475,1784715440.150861,1784716040.164545,0.9977234276281965,
Terminal-Bench All,hdfs-deployment,exec,5.189180374145508,1784716043.7459679,1784716043.751157,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,600029.8683643341,1784716048.4711032,1784716648.5009716,2.2279677753230147,
Terminal-Bench All,hdfs-deployment,exec,3443.664073944092,1784716653.1220124,1784716656.5656765,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,1637.8350257873535,1784716660.3644211,1784716662.0022562,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,80.99961280822754,1784716670.6832004,1784716670.7642,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,947.1743106842041,1784716674.3234684,1784716675.2706428,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,3618.9920902252197,1784716680.462463,1784716684.081455,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,7533.109188079834,1784716689.0107546,1784716696.5438638,122.15502711608875,
Terminal-Bench All,hdfs-deployment,exec,4.15802001953125,1784716715.488297,1784716715.492455,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,456.4664363861084,1784716747.239088,1784716747.6955545,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,1689.5079612731934,1784716751.0740526,1784716752.7635605,,call_shorter_than_cpu_threshold
Terminal-Bench All,hdfs-deployment,exec,15901.057004928589,1784716765.2203202,1784716781.1213772,121.29149986882437,
Terminal-Bench All,hdfs-deployment,exec,6351.1998653411865,1784716790.6228857,1784716796.9740856,95.99443551191291,
Terminal-Bench All,heterogeneous-dates,exec,52.24800109863281,1784667580.301549,1784667580.353797,,call_shorter_than_cpu_threshold
Terminal-Bench All,hf-lora-adapter,exec,23.867130279541016,1784667641.8682806,1784667641.8921478,,call_shorter_than_cpu_threshold
Terminal-Bench All,hf-lora-adapter,exec,82098.69527816772,1784667645.3672855,1784667727.4659808,81.71152339424914,
Terminal-Bench All,hf-lora-adapter,exec,2368.281364440918,1784667731.9582374,1784667734.3265188,,call_shorter_than_cpu_threshold
Terminal-Bench All,hf-lora-adapter,exec,3157.9599380493164,1784667740.8446815,1784667744.0026414,,call_shorter_than_cpu_threshold
Terminal-Bench All,hf-lora-adapter,exec,17691.091299057007,1784667767.8523812,1784667785.5434725,92.79282168327039,
Terminal-Bench All,hf-lora-adapter,exec,8476.635456085205,1784667801.363604,1784667809.8402395,127.3892182972264,
Terminal-Bench All,hf-lora-adapter,exec,46.30088806152344,1784667823.8863888,1784667823.9326897,,call_shorter_than_cpu_threshold
Terminal-Bench All,hf-lora-adapter,exec,10494.27843093872,1784667838.6327465,1784667849.127025,90.42421119849661,
Terminal-Bench All,hf-model-inference,exec,334.48052406311035,1784717276.749815,1784717277.0842955,,call_shorter_than_cpu_threshold
Terminal-Bench All,hf-model-inference,exec,3423.5472679138184,1784717281.2788057,1784717284.702353,,call_shorter_than_cpu_threshold
Terminal-Bench All,hf-model-inference,exec,1.6760826110839844,1784717318.0495481,1784717318.0512242,,call_shorter_than_cpu_threshold
