cohort,dimension,category,separately_plotted,call_count,task_count,p50_ms,p90_ms,p95_ms,p99_ms,max_ms
Terminal-Bench All,content_category,sleep,False,8,4,15009.753227233887,103008.66262912749,141510.12953519815,172311.30306005475,180011.59644126892
Terminal-Bench All,content_category,sqlite3,False,1,1,8.781909942626953,8.781909942626953,8.781909942626953,8.781909942626953,8.781909942626953
Terminal-Bench All,content_category,stat,False,2,2,12.019634246826172,12.168407440185547,12.187004089355469,12.201881408691406,12.20560073852539
Terminal-Bench All,content_category,stockfish,False,1,1,30010.543823242188,30010.543823242188,30010.543823242188,30010.543823242188,30010.543823242188
Terminal-Bench All,content_category,strings,False,2,2,5.9822797775268555,7.811522483825684,8.040177822113037,8.22310209274292,8.26883316040039
Terminal-Bench All,content_category,tail,False,4,4,7.792830467224121,12.584590911865234,13.358783721923826,13.978137969970701,14.132976531982422
Terminal-Bench All,content_category,tar,False,3,3,1725.5163192749023,6371.590614318848,6952.34990119934,7416.957330703735,7533.109188079834
Terminal-Bench All,content_category,test,False,2,2,25.52926540374756,42.626261711120605,44.763386249542236,46.47308588027954,46.90051078796387
Terminal-Bench All,content_category,time,False,1,1,7.889032363891602,7.889032363891602,7.889032363891602,7.889032363891602,7.889032363891602
Terminal-Bench All,content_category,timeout,False,3,3,4006.6707134246826,24828.30138206482,27431.005215644833,29513.16828250885,30033.709049224854
Terminal-Bench All,content_category,unclassified,True,949,207,180.44042587280273,8780.332612991333,26231.094837188542,221964.16843414283,600108.1924438477
Terminal-Bench All,content_category,upcc,False,1,1,64.38899040222168,64.38899040222168,64.38899040222168,64.38899040222168,64.38899040222168
Terminal-Bench All,content_category,valgrind,False,1,1,944.1454410552979,944.1454410552979,944.1454410552979,944.1454410552979,944.1454410552979
Terminal-Bench All,content_category,wc,False,10,8,9.204506874084473,892.1283960342387,3454.690182209009,5504.739611148835,6017.251968383789
Terminal-Bench All,content_category,websockify,False,1,1,347.64671325683594,347.64671325683594,347.64671325683594,347.64671325683594,347.64671325683594
Terminal-Bench All,content_category,wget,False,2,2,300008.562207222,540011.7023706436,570012.0948910713,594012.4089074135,600012.487411499
Terminal-Bench All,content_category,which,False,2,2,113.61026763916016,199.20082092285156,209.899640083313,218.45869541168213,220.5984592437744
Terminal-Bench All,content_category,xorriso,False,6,1,67.0250654220581,2063.1531476974487,2164.844572544098,2246.1977124214172,2266.535997390747
Terminal-Bench All,content_category,yt-dlp,False,2,2,1656.945824623108,1853.8399934768677,1878.4517645835876,1898.1411814689636,1903.0635356903076
Terminal-Bench All,operator_pattern,mixed operators,True,331,105,49.189090728759766,6470.3803062438965,16460.002899169922,214869.3403244008,300102.30469703674
Terminal-Bench All,operator_pattern,no simple operator,True,216,102,757.8181028366089,66937.99102306366,126615.87518453598,543857.4397921541,600029.8683643341
Terminal-Bench All,operator_pattern,pipeline/background operators,True,50,29,12.454509735107422,3108.3424806594867,30010.125720500946,173916.89015626855,300006.3478946686
Terminal-Bench All,operator_pattern,sequential operators,True,399,140,102.01644897460938,30666.833734512293,87343.63794326756,201617.9712867735,600013.6840343475
Terminal-Bench All,operator_pattern,unclassified,True,934,207,185.2271556854248,9136.285662651084,27265.83212614053,223948.37282180734,600108.1924438477
Terminal-Bench All,command_parse_status,parsed,False,996,181,106.17077350616455,20453.91535758972,75630.7270526886,226495.01298665925,600029.8683643341
Terminal-Bench All,command_parse_status,unsupported syntax,False,934,207,185.2271556854248,9136.285662651084,27265.83212614053,223948.37282180734,600108.1924438477
Terminal-Bench All,content_category_aggregate,other,True,1746,228,148.4740972518921,13451.084971427917,44920.685946941376,227112.96883821476,600108.1924438477
Terminal-Bench All,total,all_exec,True,1930,228,147.2303867340088,15409.285926818875,55994.76987123481,227539.8679089547,600108.1924438477
All benchmarks,first_effective_command_head,7z,False,1,1,11.302947998046875,11.302947998046875,11.302947998046875,11.302947998046875,11.302947998046875
All benchmarks,first_effective_command_head,R,False,1,1,165.35019874572754,165.35019874572754,165.35019874572754,165.35019874572754,165.35019874572754
All benchmarks,first_effective_command_head,Rscript,False,9,3,35126.428842544556,130045.61705589297,165735.79344749448,194287.93456077576,201425.96983909607
All benchmarks,first_effective_command_head,apt-cache,False,8,6,1039.5288467407227,1825.2246856689449,2436.6859436035147,2925.8549499511714,3048.147201538086
All benchmarks,first_effective_command_head,apt-get,False,46,29,5637.254595756531,22271.892070770264,31122.242271900177,96900.78032016731,133704.97846603394
All benchmarks,first_effective_command_head,aria2c,False,2,1,122789.22235965729,218666.40236377716,230651.04986429214,240238.76786470413,242635.69736480713
All benchmarks,first_effective_command_head,attack.py,False,1,1,18555.765390396118,18555.765390396118,18555.765390396118,18555.765390396118,18555.765390396118
All benchmarks,first_effective_command_head,awk,False,2,2,249.1908073425293,418.6703681945801,439.8553133010864,456.8032693862915,461.0402584075928
All benchmarks,first_effective_command_head,aws,False,2,1,1380.380392074585,2482.566213607788,2620.3394412994385,2730.558023452759,2758.112668991089
All benchmarks,first_effective_command_head,bash,False,61,21,233.9489459991455,42232.48076438904,74602.35142707825,172221.94004058832,205987.9367351532
All benchmarks,first_effective_command_head,cargo,False,5,1,903.2044410705566,4544.61350440979,4784.234952926636,4975.932111740112,5023.856401443481
All benchmarks,first_effective_command_head,cat,False,14,12,9.570717811584473,678.8657188415536,2768.6867117881757,5474.933707714077,6151.495456695557
All benchmarks,first_effective_command_head,cbc,False,1,1,300006.3478946686,300006.3478946686,300006.3478946686,300006.3478946686,300006.3478946686
All benchmarks,first_effective_command_head,chmod,False,18,16,103.22928428649902,4875.447463989261,10275.483167171462,17768.559653758984,19641.828775405884
All benchmarks,first_effective_command_head,chsh,False,1,1,28.859376907348633,28.859376907348633,28.859376907348633,28.859376907348633,28.859376907348633
All benchmarks,first_effective_command_head,cli_tool,False,1,1,34.487247467041016,34.487247467041016,34.487247467041016,34.487247467041016,34.487247467041016
All benchmarks,first_effective_command_head,cmake,False,11,5,1993.2081699371338,86565.5677318573,150477.49054431915,201607.0287942887,214389.413356781
All benchmarks,first_effective_command_head,command,False,13,12,6.062746047973633,2235.353899002076,12348.138713836635,24175.551967620828,27132.405281066895
All benchmarks,first_effective_command_head,conda,False,9,2,10365.436315536499,66534.046125412,79884.9781513214,90565.72377204895,93235.91017723083
All benchmarks,first_effective_command_head,configure,False,1,1,8635.06269454956,8635.06269454956,8635.06269454956,8635.06269454956,8635.06269454956
All benchmarks,first_effective_command_head,coqc,False,1,1,277.24575996398926,277.24575996398926,277.24575996398926,277.24575996398926,277.24575996398926
All benchmarks,first_effective_command_head,count_corners,False,1,1,2098.036527633667,2098.036527633667,2098.036527633667,2098.036527633667,2098.036527633667
All benchmarks,first_effective_command_head,cp,False,9,8,467.6487445831299,9875.105237960817,13353.96199226379,16137.047395706175,16832.818746566772
All benchmarks,first_effective_command_head,curl,False,23,9,29.826879501342773,17562.383937835708,542166.6677474967,600026.3078117371,600029.8683643341
All benchmarks,first_effective_command_head,dd,False,1,1,0.5972385406494141,0.5972385406494141,0.5972385406494141,0.5972385406494141,0.5972385406494141
All benchmarks,first_effective_command_head,dfrotz,False,1,1,23.792266845703125,23.792266845703125,23.792266845703125,23.792266845703125,23.792266845703125
All benchmarks,first_effective_command_head,docker,False,1,1,6.1397552490234375,6.1397552490234375,6.1397552490234375,6.1397552490234375,6.1397552490234375
All benchmarks,first_effective_command_head,dpkg,False,1,1,2068.492889404297,2068.492889404297,2068.492889404297,2068.492889404297,2068.492889404297
All benchmarks,first_effective_command_head,dpkg-query,False,1,1,65.43612480163574,65.43612480163574,65.43612480163574,65.43612480163574,65.43612480163574
All benchmarks,first_effective_command_head,du,False,1,1,18.720149993896484,18.720149993896484,18.720149993896484,18.720149993896484,18.720149993896484
All benchmarks,first_effective_command_head,echo,False,9,7,66.74790382385254,7844.868421554571,18927.241563796986,27793.14007759094,30009.61470603943
All benchmarks,first_effective_command_head,env,False,5,1,17060.02712249756,119372.9419708252,120326.8690109253,121090.01064300537,121280.79605102539
All benchmarks,first_effective_command_head,explore_mazes.py,False,1,1,415.6498908996582,415.6498908996582,415.6498908996582,415.6498908996582,415.6498908996582
All benchmarks,first_effective_command_head,export,False,17,6,6814.48221206665,20246.363353729248,24166.583108901967,33771.70105934143,36172.980546951294
All benchmarks,first_effective_command_head,ffmpeg,False,1,1,473.28805923461914,473.28805923461914,473.28805923461914,473.28805923461914,473.28805923461914
All benchmarks,first_effective_command_head,file,False,9,9,5.820512771606445,9.557533264160156,10.473155975341795,11.20565414428711,11.388778686523438
All benchmarks,first_effective_command_head,find,False,19,14,13.168096542358398,657.4924468994137,2968.9100027083937,17025.633769035347,20539.814710617065
All benchmarks,first_effective_command_head,frotz,False,2,2,5.01859188079834,5.666041374206543,5.746972560882568,5.811717510223389,5.827903747558594
All benchmarks,first_effective_command_head,g++,False,1,1,2131.6893100738525,2131.6893100738525,2131.6893100738525,2131.6893100738525,2131.6893100738525
All benchmarks,first_effective_command_head,gcc,False,7,3,429.61788177490234,11070.061874389652,13843.49439144134,16062.240405082697,16616.926908493042
All benchmarks,first_effective_command_head,gdb,False,1,1,349.11084175109863,349.11084175109863,349.11084175109863,349.11084175109863,349.11084175109863
All benchmarks,first_effective_command_head,get_schedules,False,1,1,89.91861343383789,89.91861343383789,89.91861343383789,89.91861343383789,89.91861343383789
All benchmarks,first_effective_command_head,git,False,28,14,68.08733940124512,2602.7452707290677,41135.81471443168,142923.93475532538,173456.0878276825
All benchmarks,first_effective_command_head,grep,False,63,32,9.33527946472168,253.02743911743167,1026.8184185028072,140501.0486269004,300102.30469703674
All benchmarks,first_effective_command_head,head,False,1,1,5.219459533691406,5.219459533691406,5.219459533691406,5.219459533691406,5.219459533691406
All benchmarks,first_effective_command_head,install,False,2,2,913.2465124130249,1630.098032951355,1719.7044730186462,1791.3896250724792,1809.3109130859375
All benchmarks,first_effective_command_head,kill,False,1,1,2290.7910346984863,2290.7910346984863,2290.7910346984863,2290.7910346984863,2290.7910346984863
All benchmarks,first_effective_command_head,ldconfig,False,1,1,1283.048152923584,1283.048152923584,1283.048152923584,1283.048152923584,1283.048152923584
All benchmarks,first_effective_command_head,ls,False,23,18,11.753082275390625,433.9752674102784,3144.249272346492,4995.814800262454,5433.600902557373
All benchmarks,first_effective_command_head,main,False,1,1,6.623029708862305,6.623029708862305,6.623029708862305,6.623029708862305,6.623029708862305
All benchmarks,first_effective_command_head,make,False,10,7,1836.6611003875732,150214.82791900632,187930.16560077659,218102.43574619293,225645.503282547
All benchmarks,first_effective_command_head,mcopy,False,1,1,6.646156311035156,6.646156311035156,6.646156311035156,6.646156311035156,6.646156311035156
All benchmarks,first_effective_command_head,mformat,False,1,1,5.73277473449707,5.73277473449707,5.73277473449707,5.73277473449707,5.73277473449707
All benchmarks,first_effective_command_head,mips-linux-gnu-objdump,False,1,1,59.842824935913086,59.842824935913086,59.842824935913086,59.842824935913086,59.842824935913086
All benchmarks,first_effective_command_head,mipsel-linux-gnu-addr2line,False,1,1,13.576507568359375,13.576507568359375,13.576507568359375,13.576507568359375,13.576507568359375
All benchmarks,first_effective_command_head,mipsel-linux-gnu-objdump,False,2,1,65.95242023468018,67.59531497955322,67.80067682266235,67.96496629714966,68.00603866577148
All benchmarks,first_effective_command_head,mkdir,False,7,7,17.798423767089844,59478.03583145143,70382.57904052731,79106.21360778807,81287.12224960327
All benchmarks,first_effective_command_head,mkfs.vfat,False,2,1,0.7131099700927734,0.7247447967529297,0.7261991500854492,0.7273626327514648,0.7276535034179688
All benchmarks,first_effective_command_head,mteb,False,3,1,15305.377960205078,70862.05024719238,77806.63428306578,83362.30151176453,84751.21831893921
All benchmarks,first_effective_command_head,mv,False,3,3,3669.3756580352783,5649.734544754028,5897.279405593871,6095.315294265747,6144.824266433716
All benchmarks,first_effective_command_head,mvn,False,3,1,199526.3864994049,519915.67120552063,559964.3317937851,592003.2602643967,600012.9923820496
All benchmarks,first_effective_command_head,nginx,False,2,2,8.775949478149414,9.015512466430664,9.04545783996582,9.069414138793945,9.075403213500977
All benchmarks,first_effective_command_head,nl,False,1,1,7.825374603271484,7.825374603271484,7.825374603271484,7.825374603271484,7.825374603271484
All benchmarks,first_effective_command_head,nm,False,2,2,36.428213119506836,52.86765098571777,54.92258071899414,56.566524505615234,56.97751045227051
All benchmarks,first_effective_command_head,node,False,7,3,425.0760078430176,74740.16642570501,127431.00380897509,169583.67371559134,180121.84119224548
All benchmarks,first_effective_command_head,nohup,False,1,1,5.448102951049805,5.448102951049805,5.448102951049805,5.448102951049805,5.448102951049805
All benchmarks,first_effective_command_head,npm,False,5,1,5176.020860671997,73111.42158508302,95639.5764350891,113662.100315094,118167.73128509521
All benchmarks,first_effective_command_head,objdump,False,5,2,10.735750198364258,15.257596969604492,16.562938690185547,17.60721206665039,17.8682804107666
All benchmarks,first_effective_command_head,od,False,1,1,11.847972869873047,11.847972869873047,11.847972869873047,11.847972869873047,11.847972869873047
All benchmarks,first_effective_command_head,pdflatex,False,10,1,102.47576236724854,112.00025081634521,115.71038961410522,118.67850065231323,119.42052841186523
All benchmarks,first_effective_command_head,pdftotext,False,1,1,4.070758819580078,4.070758819580078,4.070758819580078,4.070758819580078,4.070758819580078
All benchmarks,first_effective_command_head,perl,False,2,1,9555.495381355286,17193.90642642975,18148.707807064056,18912.548911571503,19103.509187698364
All benchmarks,first_effective_command_head,pip,False,2,1,38790.725111961365,67429.6370267868,71009.50101613998,73873.39220762253,74589.36500549316
All benchmarks,first_effective_command_head,pmars,False,1,1,6.763696670532227,6.763696670532227,6.763696670532227,6.763696670532227,6.763696670532227
All benchmarks,first_effective_command_head,printf,False,49,33,44.91114616394043,1238.268089294437,2798.6685752868625,10394.191417694037,17102.515697479248
All benchmarks,first_effective_command_head,ps,False,4,3,16.17121696472168,115.0122404098511,135.7943177223205,152.4199795722961,156.57639503479004
All benchmarks,first_effective_command_head,pwd,False,2,2,125.48422813415527,210.50028800964355,221.1272954940796,229.62890148162842,231.75430297851562
All benchmarks,first_effective_command_head,pytest,False,6,4,3.2744407653808594,826.8412351608276,930.7435154914856,1013.8653397560121,1034.6457958221436
All benchmarks,first_effective_command_head,python,False,11,8,6254.707336425781,16729.92706298828,47722.89049625397,72517.26124286655,78715.85392951965
All benchmarks,first_effective_command_head,python3,False,93,56,709.9153995513916,22345.743370056145,54618.854570388605,163903.93343925476,170636.16251945496
All benchmarks,first_effective_command_head,qemu-img,False,1,1,8.24117660522461,8.24117660522461,8.24117660522461,8.24117660522461,8.24117660522461
All benchmarks,first_effective_command_head,qemu-system-i386,False,5,2,0.6346702575683594,195.40295600891116,238.20834159851069,272.45265007019043,281.01372718811035
All benchmarks,first_effective_command_head,qemu-system-x86_64,False,4,2,78.49812507629395,98.44629764556885,102.53866910934447,105.81256628036498,106.63104057312012
All benchmarks,first_effective_command_head,read_xp_key_from_cdrom_box,False,1,1,5.204916000366211,5.204916000366211,5.204916000366211,5.204916000366211,5.204916000366211
All benchmarks,first_effective_command_head,rm,False,9,9,0.5946159362792969,1.7323970794677743,3.825807571411131,5.50053596496582,5.919218063354492
All benchmarks,first_effective_command_head,rmdir,False,1,1,9.269952774047852,9.269952774047852,9.269952774047852,9.269952774047852,9.269952774047852
All benchmarks,first_effective_command_head,runuser,False,3,2,4175.169944763184,240899.85027313232,270490.43531417847,294162.9033470154,300081.0203552246
All benchmarks,first_effective_command_head,sed,False,33,18,11.011838912963867,749.1606235504157,8039.005422592159,71006.3624000549,99848.04391860962
All benchmarks,first_effective_command_head,service,False,1,1,2476.7539501190186,2476.7539501190186,2476.7539501190186,2476.7539501190186,2476.7539501190186
All benchmarks,first_effective_command_head,set,False,184,58,143.6527967453003,55910.80498695396,122266.91646575922,227488.55283260235,300319.1599845886
All benchmarks,first_effective_command_head,sh,False,4,2,232.88798332214355,2108.91284942627,2476.622176170348,2770.789637565612,2844.3315029144287
All benchmarks,first_effective_command_head,sha256sum,False,1,1,33.731698989868164,33.731698989868164,33.731698989868164,33.731698989868164,33.731698989868164
All benchmarks,first_effective_command_head,shred,False,3,1,46.2191104888916,51.795053482055664,52.49204635620117,53.04964065551758,53.18903923034668
All benchmarks,first_effective_command_head,sleep,False,8,4,15009.753227233887,103008.66262912749,141510.12953519815,172311.30306005475,180011.59644126892
All benchmarks,first_effective_command_head,sqlite3,False,1,1,8.781909942626953,8.781909942626953,8.781909942626953,8.781909942626953,8.781909942626953
All benchmarks,first_effective_command_head,stat,False,2,2,12.019634246826172,12.168407440185547,12.187004089355469,12.201881408691406,12.20560073852539
All benchmarks,first_effective_command_head,stockfish,False,1,1,30010.543823242188,30010.543823242188,30010.543823242188,30010.543823242188,30010.543823242188
All benchmarks,first_effective_command_head,strings,False,2,2,5.9822797775268555,7.811522483825684,8.040177822113037,8.22310209274292,8.26883316040039
All benchmarks,first_effective_command_head,tail,False,4,4,7.792830467224121,12.584590911865234,13.358783721923826,13.978137969970701,14.132976531982422
All benchmarks,first_effective_command_head,tar,False,3,3,1725.5163192749023,6371.590614318848,6952.34990119934,7416.957330703735,7533.109188079834
All benchmarks,first_effective_command_head,test,False,2,2,25.52926540374756,42.626261711120605,44.763386249542236,46.47308588027954,46.90051078796387
All benchmarks,first_effective_command_head,time,False,1,1,7.889032363891602,7.889032363891602,7.889032363891602,7.889032363891602,7.889032363891602
All benchmarks,first_effective_command_head,timeout,False,3,3,4006.6707134246826,24828.30138206482,27431.005215644833,29513.16828250885,30033.709049224854
All benchmarks,first_effective_command_head,unclassified,False,949,207,180.44042587280273,8780.332612991333,26231.094837188542,221964.16843414283,600108.1924438477
All benchmarks,first_effective_command_head,upcc,False,1,1,64.38899040222168,64.38899040222168,64.38899040222168,64.38899040222168,64.38899040222168
All benchmarks,first_effective_command_head,valgrind,False,1,1,944.1454410552979,944.1454410552979,944.1454410552979,944.1454410552979,944.1454410552979
All benchmarks,first_effective_command_head,wc,False,10,8,9.204506874084473,892.1283960342387,3454.690182209009,5504.739611148835,6017.251968383789
All benchmarks,first_effective_command_head,websockify,False,1,1,347.64671325683594,347.64671325683594,347.64671325683594,347.64671325683594,347.64671325683594
All benchmarks,first_effective_command_head,wget,False,2,2,300008.562207222,540011.7023706436,570012.0948910713,594012.4089074135,600012.487411499
All benchmarks,first_effective_command_head,which,False,2,2,113.61026763916016,199.20082092285156,209.899640083313,218.45869541168213,220.5984592437744
All benchmarks,first_effective_command_head,xorriso,False,6,1,67.0250654220581,2063.1531476974487,2164.844572544098,2246.1977124214172,2266.535997390747
All benchmarks,first_effective_command_head,yt-dlp,False,2,2,1656.945824623108,1853.8399934768677,1878.4517645835876,1898.1411814689636,1903.0635356903076
All benchmarks,content_category,7z,False,1,1,11.302947998046875,11.302947998046875,11.302947998046875,11.302947998046875,11.302947998046875
All benchmarks,content_category,R,False,1,1,165.35019874572754,165.35019874572754,165.35019874572754,165.35019874572754,165.35019874572754
All benchmarks,content_category,Rscript,False,9,3,35126.428842544556,130045.61705589297,165735.79344749448,194287.93456077576,201425.96983909607
All benchmarks,content_category,apt-cache,False,8,6,1039.5288467407227,1825.2246856689449,2436.6859436035147,2925.8549499511714,3048.147201538086
All benchmarks,content_category,apt-get,False,46,29,5637.254595756531,22271.892070770264,31122.242271900177,96900.78032016731,133704.97846603394
All benchmarks,content_category,aria2c,False,2,1,122789.22235965729,218666.40236377716,230651.04986429214,240238.76786470413,242635.69736480713
All benchmarks,content_category,attack.py,False,1,1,18555.765390396118,18555.765390396118,18555.765390396118,18555.765390396118,18555.765390396118
All benchmarks,content_category,awk,False,2,2,249.1908073425293,418.6703681945801,439.8553133010864,456.8032693862915,461.0402584075928
All benchmarks,content_category,aws,False,2,1,1380.380392074585,2482.566213607788,2620.3394412994385,2730.558023452759,2758.112668991089
All benchmarks,content_category,bash,False,61,21,233.9489459991455,42232.48076438904,74602.35142707825,172221.94004058832,205987.9367351532
All benchmarks,content_category,cargo,False,5,1,903.2044410705566,4544.61350440979,4784.234952926636,4975.932111740112,5023.856401443481
All benchmarks,content_category,cat,False,14,12,9.570717811584473,678.8657188415536,2768.6867117881757,5474.933707714077,6151.495456695557
All benchmarks,content_category,cbc,False,1,1,300006.3478946686,300006.3478946686,300006.3478946686,300006.3478946686,300006.3478946686
All benchmarks,content_category,chmod,False,18,16,103.22928428649902,4875.447463989261,10275.483167171462,17768.559653758984,19641.828775405884
All benchmarks,content_category,chsh,False,1,1,28.859376907348633,28.859376907348633,28.859376907348633,28.859376907348633,28.859376907348633
All benchmarks,content_category,cli_tool,False,1,1,34.487247467041016,34.487247467041016,34.487247467041016,34.487247467041016,34.487247467041016
All benchmarks,content_category,cmake,False,11,5,1993.2081699371338,86565.5677318573,150477.49054431915,201607.0287942887,214389.413356781
All benchmarks,content_category,command,False,13,12,6.062746047973633,2235.353899002076,12348.138713836635,24175.551967620828,27132.405281066895
All benchmarks,content_category,conda,False,9,2,10365.436315536499,66534.046125412,79884.9781513214,90565.72377204895,93235.91017723083
All benchmarks,content_category,configure,False,1,1,8635.06269454956,8635.06269454956,8635.06269454956,8635.06269454956,8635.06269454956
All benchmarks,content_category,coqc,False,1,1,277.24575996398926,277.24575996398926,277.24575996398926,277.24575996398926,277.24575996398926
All benchmarks,content_category,count_corners,False,1,1,2098.036527633667,2098.036527633667,2098.036527633667,2098.036527633667,2098.036527633667
All benchmarks,content_category,cp,False,9,8,467.6487445831299,9875.105237960817,13353.96199226379,16137.047395706175,16832.818746566772
All benchmarks,content_category,curl,False,23,9,29.826879501342773,17562.383937835708,542166.6677474967,600026.3078117371,600029.8683643341
All benchmarks,content_category,dd,False,1,1,0.5972385406494141,0.5972385406494141,0.5972385406494141,0.5972385406494141,0.5972385406494141
All benchmarks,content_category,dfrotz,False,1,1,23.792266845703125,23.792266845703125,23.792266845703125,23.792266845703125,23.792266845703125
All benchmarks,content_category,docker,False,1,1,6.1397552490234375,6.1397552490234375,6.1397552490234375,6.1397552490234375,6.1397552490234375
All benchmarks,content_category,dpkg,False,1,1,2068.492889404297,2068.492889404297,2068.492889404297,2068.492889404297,2068.492889404297
All benchmarks,content_category,dpkg-query,False,1,1,65.43612480163574,65.43612480163574,65.43612480163574,65.43612480163574,65.43612480163574
All benchmarks,content_category,du,False,1,1,18.720149993896484,18.720149993896484,18.720149993896484,18.720149993896484,18.720149993896484
All benchmarks,content_category,echo,False,9,7,66.74790382385254,7844.868421554571,18927.241563796986,27793.14007759094,30009.61470603943
All benchmarks,content_category,env,False,5,1,17060.02712249756,119372.9419708252,120326.8690109253,121090.01064300537,121280.79605102539
All benchmarks,content_category,explore_mazes.py,False,1,1,415.6498908996582,415.6498908996582,415.6498908996582,415.6498908996582,415.6498908996582
All benchmarks,content_category,export,False,17,6,6814.48221206665,20246.363353729248,24166.583108901967,33771.70105934143,36172.980546951294
All benchmarks,content_category,ffmpeg,False,1,1,473.28805923461914,473.28805923461914,473.28805923461914,473.28805923461914,473.28805923461914
All benchmarks,content_category,file,False,9,9,5.820512771606445,9.557533264160156,10.473155975341795,11.20565414428711,11.388778686523438
All benchmarks,content_category,find,False,19,14,13.168096542358398,657.4924468994137,2968.9100027083937,17025.633769035347,20539.814710617065
All benchmarks,content_category,frotz,False,2,2,5.01859188079834,5.666041374206543,5.746972560882568,5.811717510223389,5.827903747558594
All benchmarks,content_category,g++,False,1,1,2131.6893100738525,2131.6893100738525,2131.6893100738525,2131.6893100738525,2131.6893100738525
All benchmarks,content_category,gcc,False,7,3,429.61788177490234,11070.061874389652,13843.49439144134,16062.240405082697,16616.926908493042
All benchmarks,content_category,gdb,False,1,1,349.11084175109863,349.11084175109863,349.11084175109863,349.11084175109863,349.11084175109863
All benchmarks,content_category,get_schedules,False,1,1,89.91861343383789,89.91861343383789,89.91861343383789,89.91861343383789,89.91861343383789
All benchmarks,content_category,git,False,28,14,68.08733940124512,2602.7452707290677,41135.81471443168,142923.93475532538,173456.0878276825
All benchmarks,content_category,grep,False,63,32,9.33527946472168,253.02743911743167,1026.8184185028072,140501.0486269004,300102.30469703674
All benchmarks,content_category,head,False,1,1,5.219459533691406,5.219459533691406,5.219459533691406,5.219459533691406,5.219459533691406
All benchmarks,content_category,install,False,2,2,913.2465124130249,1630.098032951355,1719.7044730186462,1791.3896250724792,1809.3109130859375
All benchmarks,content_category,kill,False,1,1,2290.7910346984863,2290.7910346984863,2290.7910346984863,2290.7910346984863,2290.7910346984863
All benchmarks,content_category,ldconfig,False,1,1,1283.048152923584,1283.048152923584,1283.048152923584,1283.048152923584,1283.048152923584
All benchmarks,content_category,ls,False,23,18,11.753082275390625,433.9752674102784,3144.249272346492,4995.814800262454,5433.600902557373
All benchmarks,content_category,main,False,1,1,6.623029708862305,6.623029708862305,6.623029708862305,6.623029708862305,6.623029708862305
All benchmarks,content_category,make,False,10,7,1836.6611003875732,150214.82791900632,187930.16560077659,218102.43574619293,225645.503282547
All benchmarks,content_category,mcopy,False,1,1,6.646156311035156,6.646156311035156,6.646156311035156,6.646156311035156,6.646156311035156
All benchmarks,content_category,mformat,False,1,1,5.73277473449707,5.73277473449707,5.73277473449707,5.73277473449707,5.73277473449707
All benchmarks,content_category,mips-linux-gnu-objdump,False,1,1,59.842824935913086,59.842824935913086,59.842824935913086,59.842824935913086,59.842824935913086
All benchmarks,content_category,mipsel-linux-gnu-addr2line,False,1,1,13.576507568359375,13.576507568359375,13.576507568359375,13.576507568359375,13.576507568359375
All benchmarks,content_category,mipsel-linux-gnu-objdump,False,2,1,65.95242023468018,67.59531497955322,67.80067682266235,67.96496629714966,68.00603866577148
All benchmarks,content_category,mkdir,False,7,7,17.798423767089844,59478.03583145143,70382.57904052731,79106.21360778807,81287.12224960327
All benchmarks,content_category,mkfs.vfat,False,2,1,0.7131099700927734,0.7247447967529297,0.7261991500854492,0.7273626327514648,0.7276535034179688
All benchmarks,content_category,mteb,False,3,1,15305.377960205078,70862.05024719238,77806.63428306578,83362.30151176453,84751.21831893921
All benchmarks,content_category,mv,False,3,3,3669.3756580352783,5649.734544754028,5897.279405593871,6095.315294265747,6144.824266433716
All benchmarks,content_category,mvn,False,3,1,199526.3864994049,519915.67120552063,559964.3317937851,592003.2602643967,600012.9923820496
All benchmarks,content_category,nginx,False,2,2,8.775949478149414,9.015512466430664,9.04545783996582,9.069414138793945,9.075403213500977
All benchmarks,content_category,nl,False,1,1,7.825374603271484,7.825374603271484,7.825374603271484,7.825374603271484,7.825374603271484
All benchmarks,content_category,nm,False,2,2,36.428213119506836,52.86765098571777,54.92258071899414,56.566524505615234,56.97751045227051
All benchmarks,content_category,node,False,7,3,425.0760078430176,74740.16642570501,127431.00380897509,169583.67371559134,180121.84119224548
All benchmarks,content_category,nohup,False,1,1,5.448102951049805,5.448102951049805,5.448102951049805,5.448102951049805,5.448102951049805
All benchmarks,content_category,npm,False,5,1,5176.020860671997,73111.42158508302,95639.5764350891,113662.100315094,118167.73128509521
All benchmarks,content_category,objdump,False,5,2,10.735750198364258,15.257596969604492,16.562938690185547,17.60721206665039,17.8682804107666
All benchmarks,content_category,od,False,1,1,11.847972869873047,11.847972869873047,11.847972869873047,11.847972869873047,11.847972869873047
All benchmarks,content_category,pdflatex,False,10,1,102.47576236724854,112.00025081634521,115.71038961410522,118.67850065231323,119.42052841186523
All benchmarks,content_category,pdftotext,False,1,1,4.070758819580078,4.070758819580078,4.070758819580078,4.070758819580078,4.070758819580078
All benchmarks,content_category,perl,False,2,1,9555.495381355286,17193.90642642975,18148.707807064056,18912.548911571503,19103.509187698364
All benchmarks,content_category,pip,False,2,1,38790.725111961365,67429.6370267868,71009.50101613998,73873.39220762253,74589.36500549316
All benchmarks,content_category,pmars,False,1,1,6.763696670532227,6.763696670532227,6.763696670532227,6.763696670532227,6.763696670532227
